40052:
 num     #instances         #bytes  class name (module)
 725:             1             24  java.lang.invoke.VarHandles$1 (java.base@17.0.6)
 726:             1             24  java.lang.management.DefaultPlatformMBeanProvider$1 (java.management@17.0.6)
 727:             1             24  java.lang.management.DefaultPlatformMBeanProvider$10 (java.management@17.0.6)
 728:             1             24  java.lang.management.DefaultPlatformMBeanProvider$11 (java.management@17.0.6)
 729:             1             24  java.lang.management.DefaultPlatformMBeanProvider$2 (java.management@17.0.6)
 730:             1             24  java.lang.management.DefaultPlatformMBeanProvider$3 (java.management@17.0.6)
 731:             1             24  java.lang.management.DefaultPlatformMBeanProvider$4 (java.management@17.0.6)
 732:             1             24  java.lang.management.DefaultPlatformMBeanProvider$5 (java.management@17.0.6)
 733:             1             24  java.lang.management.DefaultPlatformMBeanProvider$6 (java.management@17.0.6)
 734:             1             24  java.lang.management.DefaultPlatformMBeanProvider$7 (java.management@17.0.6)
 735:             1             24  java.lang.management.DefaultPlatformMBeanProvider$8 (java.management@17.0.6)
 736:             1             24  java.lang.management.DefaultPlatformMBeanProvider$9 (java.management@17.0.6)
 737:             1             24  java.lang.reflect.Proxy$1 (java.base@17.0.6)
 738:             1             24  java.net.Inet6AddressImpl (java.base@17.0.6)
 739:             1             24  java.util.Collections$EmptyMap (java.base@17.0.6)
 740:             1             24  java.util.Collections$SynchronizedCollection (java.base@17.0.6)
 741:             1             24  java.util.Locale$Cache (java.base@17.0.6)
 742:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@17.0.6)
 743:             1             24  java.util.ServiceLoader$2 (java.base@17.0.6)
 744:             1             24  java.util.concurrent.CopyOnWriteArrayList$COWIterator (java.base@17.0.6)
 745:             1             24  java.util.logging.LogManager$LoggerContext (java.logging@17.0.6)
 746:             1             24  java.util.regex.Pattern$Start (java.base@17.0.6)
 747:             1             24  jdk.internal.jimage.ImageReader (java.base@17.0.6)
 748:             1             24  jdk.internal.loader.URLClassPath$FileLoader (java.base@17.0.6)
 749:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@17.0.6)
 750:             1             24  jdk.internal.module.ModuleHashes (java.base@17.0.6)
 751:             1             24  jdk.internal.module.SystemModuleFinders$SystemModuleFinder (java.base@17.0.6)
 752:             1             24  jdk.internal.ref.CleanerImpl (java.base@17.0.6)
 753:             1             24  jdk.jfr.internal.management.StreamManager (jdk.jfr@17.0.6)
 754:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@17.0.6)
 755:             1             24  org.apache.jute.BinaryOutputArchive
 756:             1             24  org.apache.log4j.MDC
 757:             1             24  org.apache.log4j.helpers.FormattingInfo
 758:             1             24  org.apache.log4j.helpers.ISO8601DateFormat
 759:             1             24  org.apache.log4j.helpers.OnlyOnceErrorHandler
 760:             1             24  org.apache.zookeeper.common.PathTrie$TrieNode
 761:             1             24  org.apache.zookeeper.jmx.MBeanRegistry
 762:             1             24  org.apache.zookeeper.server.ReferenceCountedACLCache$AtomicLongWithEquals
 763:             1             24  org.apache.zookeeper.server.ZooKeeperServerBean
 764:             1             24  org.apache.zookeeper.server.persistence.FileSnap
 765:             1             24  org.slf4j.helpers.FormattingTuple
 766:             1             24  org.slf4j.helpers.SubstituteLoggerFactory
 767:             1             24  sun.management.CompilationImpl (java.management@17.0.6)
 768:             1             24  sun.management.ManagementFactoryHelper$LoggingMXBeanAccess (java.management@17.0.6)
 769:             1             24  sun.management.ManagementFactoryHelper$PlatformLoggingImpl (java.management@17.0.6)
 770:             1             24  sun.management.MemoryImpl (java.management@17.0.6)
 771:             1             24  sun.management.RuntimeImpl (java.management@17.0.6)
 772:             1             24  sun.management.VMManagementImpl (java.management@17.0.6)
 773:             1             24  sun.net.ProgressMonitor (java.base@17.0.6)
 774:             1             24  sun.nio.ch.NativeThreadSet (java.base@17.0.6)
 775:             1             24  sun.nio.ch.PipeImpl (java.base@17.0.6)
 776:             1             24  sun.nio.cs.IBM437 (java.base@17.0.6)
 777:             1             24  sun.nio.cs.ISO_8859_1 (java.base@17.0.6)
 778:             1             24  sun.nio.cs.MS1252 (java.base@17.0.6)
 779:             1             24  sun.nio.cs.StandardCharsets (java.base@17.0.6)
 780:             1             24  sun.nio.cs.US_ASCII (java.base@17.0.6)
 781:             1             24  sun.nio.cs.UTF_16 (java.base@17.0.6)
 782:             1             24  sun.nio.cs.UTF_16BE (java.base@17.0.6)
 783:             1             24  sun.nio.cs.UTF_16LE (java.base@17.0.6)
 784:             1             24  sun.nio.cs.UTF_8 (java.base@17.0.6)
 785:             1             24  sun.nio.fs.WindowsFileSystem (java.base@17.0.6)
 786:             1             24  sun.reflect.generics.tree.Wildcard (java.base@17.0.6)
 787:             1             24  sun.security.provider.ConfigFile (java.base@17.0.6)
 788:             1             24  sun.util.cldr.CLDRCalendarDataProviderImpl (java.base@17.0.6)
 789:             1             24  sun.util.locale.BaseLocale$Cache (java.base@17.0.6)
 790:             1             24  sun.util.locale.provider.CalendarProviderImpl (java.base@17.0.6)
 791:             1             24  sun.util.locale.provider.LocaleServiceProviderPool (java.base@17.0.6)
 792:             1             16  [Ljava.beans.EventSetDescriptor; (java.desktop@17.0.6)
 793:             1             16  [Ljava.lang.Throwable; (java.base@17.0.6)
 794:             1             16  [Ljava.lang.constant.Constable; (java.base@17.0.6)
 795:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@17.0.6)
 796:             1             16  [Ljava.security.Provider; (java.base@17.0.6)
 797:             1             16  [Ljava.security.cert.Certificate; (java.base@17.0.6)
 798:             1             16  [Ljava.util.logging.Handler; (java.logging@17.0.6)
 799:             1             16  com.sun.beans.WeakCache (java.desktop@17.0.6)
 800:             1             16  com.sun.beans.introspect.MethodInfo$MethodOrder (java.desktop@17.0.6)
 801:             1             16  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1 (java.management@17.0.6)
 802:             1             16  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory (java.management@17.0.6)
 803:             1             16  com.sun.jmx.mbeanserver.DescriptorCache (java.management@17.0.6)
 804:             1             16  com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder (java.management@17.0.6)
 805:             1             16  com.sun.jmx.mbeanserver.MBeanInstantiator (java.management@17.0.6)
 806:             1             16  com.sun.jmx.mbeanserver.MXBeanIntrospector (java.management@17.0.6)
 807:             1             16  com.sun.jmx.mbeanserver.SecureClassLoaderRepository (java.management@17.0.6)
 808:             1             16  com.sun.management.internal.HotSpotDiagnostic (jdk.management@17.0.6)
 809:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl (jdk.management@17.0.6)
 810:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda$19/0x0000000800c70960 (jdk.management@17.0.6)
 811:             1             16  java.beans.Introspector$1 (java.desktop@17.0.6)
 812:             1             16  java.io.FileDescriptor$1 (java.base@17.0.6)
 813:             1             16  java.io.FilePermission$1 (java.base@17.0.6)
 814:             1             16  java.io.RandomAccessFile$2 (java.base@17.0.6)
 815:             1             16  java.lang.ApplicationShutdownHooks$1 (java.base@17.0.6)
 816:             1             16  java.lang.CharacterDataLatin1 (java.base@17.0.6)
 817:             1             16  java.lang.Class$$Lambda$56/0x0000000800c35db8 (java.base@17.0.6)
 818:             1             16  java.lang.Float (java.base@17.0.6)
 819:             1             16  java.lang.Module$$Lambda$4/0x0000000800c4c490 (java.base@17.0.6)
 820:             1             16  java.lang.ProcessEnvironment$EntryComparator (java.base@17.0.6)
 821:             1             16  java.lang.ProcessEnvironment$NameComparator (java.base@17.0.6)
 822:             1             16  java.lang.ProcessHandleImpl$$Lambda$70/0x0000000800ca6268 (java.base@17.0.6)
 823:             1             16  java.lang.Runtime (java.base@17.0.6)
 824:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@17.0.6)
 825:             1             16  java.lang.System$2 (java.base@17.0.6)
 826:             1             16  java.lang.System$LoggerFinder$$Lambda$42/0x0000000800c27238 (java.base@17.0.6)
 827:             1             16  java.lang.Terminator$1 (java.base@17.0.6)
 828:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@17.0.6)
 829:             1             16  java.lang.invoke.MemberName$Factory (java.base@17.0.6)
 830:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@17.0.6)
 831:             1             16  java.lang.invoke.StringConcatFactory$1 (java.base@17.0.6)
 832:             1             16  java.lang.invoke.StringConcatFactory$2 (java.base@17.0.6)
 833:             1             16  java.lang.invoke.StringConcatFactory$3 (java.base@17.0.6)
 834:             1             16  java.lang.invoke.VarHandle$1 (java.base@17.0.6)
 835:             1             16  java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle$$Lambda$64/0x0000000800c93200 (java.base@17.0.6)
 836:             1             16  java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle$$Lambda$65/0x0000000800c93b48 (java.base@17.0.6)
 837:             1             16  java.lang.management.DefaultPlatformMBeanProvider (java.management@17.0.6)
 838:             1             16  java.lang.management.DefaultPlatformMBeanProvider$5$$Lambda$29/0x0000000800c236e8 (java.management@17.0.6)
 839:             1             16  java.lang.management.ManagementFactory$$Lambda$18/0x0000000800c62d30 (java.management@17.0.6)
 840:             1             16  java.lang.management.ManagementFactory$$Lambda$24/0x0000000800c75778 (java.management@17.0.6)
 841:             1             16  java.lang.management.ManagementFactory$$Lambda$25/0x0000000800c759c0 (java.management@17.0.6)
 842:             1             16  java.lang.management.ManagementFactory$$Lambda$26/0x0000000800c75bf8 (java.management@17.0.6)
 843:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@17.0.6)
 844:             1             16  java.lang.module.ModuleDescriptor$Builder$$Lambda$34/0x80000003a (java.base@17.0.6)
 845:             1             16  java.lang.ref.Cleaner (java.base@17.0.6)
 846:             1             16  java.lang.ref.Cleaner$1 (java.base@17.0.6)
 847:             1             16  java.lang.ref.Reference$1 (java.base@17.0.6)
 848:             1             16  java.lang.reflect.Executable$$Lambda$9/0x0000000800c592d8 (java.base@17.0.6)
 849:             1             16  java.lang.reflect.Proxy$$Lambda$1/0x0000000800c4aa98 (java.base@17.0.6)
 850:             1             16  java.lang.reflect.Proxy$ProxyBuilder$$Lambda$2/0x0000000800c4bb58 (java.base@17.0.6)
 851:             1             16  java.lang.reflect.ProxyGenerator$$Lambda$7/0x0000000800c4d030 (java.base@17.0.6)
 852:             1             16  java.lang.reflect.ProxyGenerator$$Lambda$8/0x0000000800c4d268 (java.base@17.0.6)
 853:             1             16  java.lang.reflect.ReflectAccess (java.base@17.0.6)
 854:             1             16  java.net.InetAddress$1 (java.base@17.0.6)
 855:             1             16  java.net.InetAddress$PlatformNameService (java.base@17.0.6)
 856:             1             16  java.net.SocketImpl$$Lambda$68/0x0000000800c9ec38 (java.base@17.0.6)
 857:             1             16  java.net.URI$1 (java.base@17.0.6)
 858:             1             16  java.net.URL$3 (java.base@17.0.6)
 859:             1             16  java.net.URL$DefaultFactory (java.base@17.0.6)
 860:             1             16  java.nio.Bits$1 (java.base@17.0.6)
 861:             1             16  java.nio.Buffer$1 (java.base@17.0.6)
 862:             1             16  java.nio.channels.spi.AbstractSelector$1 (java.base@17.0.6)
 863:             1             16  java.nio.channels.spi.SelectorProvider$Holder$$Lambda$57/0x0000000800c3b410 (java.base@17.0.6)
 864:             1             16  java.nio.file.Files$AcceptAllFilter (java.base@17.0.6)
 865:             1             16  java.security.AllPermission (java.base@17.0.6)
 866:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@17.0.6)
 867:             1             16  java.text.DontCareFieldPosition$1 (java.base@17.0.6)
 868:             1             16  java.util.Collections$EmptyEnumeration (java.base@17.0.6)
 869:             1             16  java.util.Collections$EmptyIterator (java.base@17.0.6)
 870:             1             16  java.util.Collections$EmptyList (java.base@17.0.6)
 871:             1             16  java.util.Collections$EmptySet (java.base@17.0.6)
 872:             1             16  java.util.Collections$UnmodifiableCollection (java.base@17.0.6)
 873:             1             16  java.util.EnumMap$1 (java.base@17.0.6)
 874:             1             16  java.util.IdentityHashMap$Values (java.base@17.0.6)
 875:             1             16  java.util.Locale$Builder (java.base@17.0.6)
 876:             1             16  java.util.ResourceBundle$1 (java.base@17.0.6)
 877:             1             16  java.util.ResourceBundle$Control (java.base@17.0.6)
 878:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@17.0.6)
 879:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@17.0.6)
 880:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@17.0.6)
 881:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@17.0.6)
 882:             1             16  java.util.concurrent.ConcurrentSkipListMap$KeySet (java.base@17.0.6)
 883:             1             16  java.util.concurrent.ConcurrentSkipListSet (java.base@17.0.6)
 884:             1             16  java.util.concurrent.CountDownLatch (java.base@17.0.6)
 885:             1             16  java.util.concurrent.ForkJoinPool$DefaultCommonPoolForkJoinWorkerThreadFactory (java.base@17.0.6)
 886:             1             16  java.util.concurrent.ForkJoinPool$DefaultForkJoinWorkerThreadFactory (java.base@17.0.6)
 887:             1             16  java.util.concurrent.SynchronousQueue$TransferStack (java.base@17.0.6)
 888:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy (java.base@17.0.6)
 889:             1             16  java.util.function.Function$$Lambda$30/0x0000000800c23920 (java.base@17.0.6)
 890:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@17.0.6)
 891:             1             16  java.util.logging.Level$$Lambda$41/0x80000004f (java.logging@17.0.6)
 892:             1             16  java.util.logging.Level$KnownLevel$$Lambda$39/0x80000004d (java.logging@17.0.6)
 893:             1             16  java.util.logging.Level$KnownLevel$$Lambda$40/0x80000004e (java.logging@17.0.6)
 894:             1             16  java.util.logging.Level$KnownLevel$$Lambda$42/0x800000050 (java.logging@17.0.6)
 895:             1             16  java.util.logging.LogManager$LoggingProviderAccess (java.logging@17.0.6)
 896:             1             16  java.util.logging.LogManager$VisitedLoggers (java.logging@17.0.6)
 897:             1             16  java.util.logging.Logging (java.logging@17.0.6)
 898:             1             16  java.util.regex.CharPredicates$$Lambda$20/0x800000029 (java.base@17.0.6)
 899:             1             16  java.util.regex.Pattern$LastNode (java.base@17.0.6)
 900:             1             16  java.util.regex.Pattern$Node (java.base@17.0.6)
 901:             1             16  java.util.stream.Collectors$$Lambda$31/0x0000000800c23b58 (java.base@17.0.6)
 902:             1             16  java.util.stream.Collectors$$Lambda$33/0x0000000800c23fa0 (java.base@17.0.6)
 903:             1             16  java.util.stream.Collectors$$Lambda$44/0x800000052 (java.base@17.0.6)
 904:             1             16  java.util.stream.Collectors$$Lambda$45/0x800000053 (java.base@17.0.6)
 905:             1             16  java.util.stream.Collectors$$Lambda$46/0x800000054 (java.base@17.0.6)
 906:             1             16  java.util.stream.Collectors$$Lambda$5/0x800000010 (java.base@17.0.6)
 907:             1             16  java.util.stream.Collectors$$Lambda$52/0x0000000800c327d0 (java.base@17.0.6)
 908:             1             16  java.util.stream.Collectors$$Lambda$53/0x0000000800c329e8 (java.base@17.0.6)
 909:             1             16  java.util.stream.Collectors$$Lambda$54/0x0000000800c32c10 (java.base@17.0.6)
 910:             1             16  java.util.stream.Collectors$$Lambda$6/0x800000011 (java.base@17.0.6)
 911:             1             16  java.util.stream.Collectors$$Lambda$7/0x800000016 (java.base@17.0.6)
 912:             1             16  java.util.stream.Collectors$$Lambda$8/0x800000017 (java.base@17.0.6)
 913:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$11/0x80000001a (java.base@17.0.6)
 914:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$12/0x80000001b (java.base@17.0.6)
 915:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$13/0x80000001c (java.base@17.0.6)
 916:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$14/0x80000001d (java.base@17.0.6)
 917:             1             16  java.util.stream.Nodes$EmptyNode$OfDouble (java.base@17.0.6)
 918:             1             16  java.util.stream.Nodes$EmptyNode$OfInt (java.base@17.0.6)
 919:             1             16  java.util.stream.Nodes$EmptyNode$OfLong (java.base@17.0.6)
 920:             1             16  java.util.stream.Nodes$EmptyNode$OfRef (java.base@17.0.6)
 921:             1             16  java.util.zip.ZipFile$1 (java.base@17.0.6)
 922:             1             16  javax.management.JMX (java.management@17.0.6)
 923:             1             16  javax.management.MBeanServerBuilder (java.management@17.0.6)
 924:             1             16  javax.management.NotificationBroadcasterSupport$1 (java.management@17.0.6)
 925:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@17.0.6)
 926:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@17.0.6)
 927:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@17.0.6)
 928:             1             16  jdk.internal.logger.LazyLoggers$1 (java.base@17.0.6)
 929:             1             16  jdk.internal.logger.LazyLoggers$LazyLoggerFactories (java.base@17.0.6)
 930:             1             16  jdk.internal.math.FloatingDecimal$1 (java.base@17.0.6)
 931:             1             16  jdk.internal.misc.ScopedMemoryAccess (java.base@17.0.6)
 932:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@17.0.6)
 933:             1             16  jdk.internal.misc.Unsafe (java.base@17.0.6)
 934:             1             16  jdk.internal.module.ArchivedBootLayer (java.base@17.0.6)
 935:             1             16  jdk.internal.module.ModuleLoaderMap$Mapper (java.base@17.0.6)
 936:             1             16  jdk.internal.module.ModulePatcher (java.base@17.0.6)
 937:             1             16  jdk.internal.module.ModuleTarget (java.base@17.0.6)
 938:             1             16  jdk.internal.perf.Perf (java.base@17.0.6)
 939:             1             16  jdk.internal.reflect.GeneratedMethodAccessor1 (java.base@17.0.6)
 940:             1             16  jdk.internal.reflect.GeneratedMethodAccessor2 (java.base@17.0.6)
 941:             1             16  jdk.internal.reflect.GeneratedMethodAccessor3 (java.base@17.0.6)
 942:             1             16  jdk.internal.reflect.GeneratedMethodAccessor4 (java.base@17.0.6)
 943:             1             16  jdk.internal.reflect.GeneratedMethodAccessor5 (java.base@17.0.6)
 944:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@17.0.6)
 945:             1             16  jdk.jfr.internal.dcmd.DCmdCheck$$Lambda$50/0x0000000800c2e8f0 (jdk.jfr@17.0.6)
 946:             1             16  jdk.jfr.internal.dcmd.DCmdDump$$Lambda$49/0x0000000800c2e6d8 (jdk.jfr@17.0.6)
 947:             1             16  jdk.jfr.internal.dcmd.DCmdStart$$Lambda$48/0x0000000800c2e4c0 (jdk.jfr@17.0.6)
 948:             1             16  jdk.jfr.internal.dcmd.DCmdStop$$Lambda$47/0x0000000800c2bb30 (jdk.jfr@17.0.6)
 949:             1             16  jdk.management.jfr.SettingDescriptorInfo$1 (jdk.management.jfr@17.0.6)
 950:             1             16  jdk.net.ExtendedSocketOptions$PlatformSocketOptions (jdk.net@17.0.6)
 951:             1             16  org.apache.log4j.DefaultCategoryFactory
 952:             1             16  org.apache.log4j.helpers.AppenderAttachableImpl
 953:             1             16  org.apache.log4j.helpers.NullEnumeration
 954:             1             16  org.apache.log4j.helpers.ThreadLocalMap
 955:             1             16  org.apache.log4j.or.DefaultRenderer
 956:             1             16  org.apache.log4j.or.RendererMap
 957:             1             16  org.apache.log4j.spi.DefaultRepositorySelector
 958:             1             16  org.apache.zookeeper.common.PathTrie
 959:             1             16  org.apache.zookeeper.server.DataTreeBean
 960:             1             16  org.apache.zookeeper.server.FinalRequestProcessor
 961:             1             16  org.apache.zookeeper.server.ZKDatabase$1
 962:             1             16  org.apache.zookeeper.server.ZooKeeperServerListenerImpl
 963:             1             16  org.apache.zookeeper.server.ZooKeeperServerMain
 964:             1             16  org.apache.zookeeper.server.ZooKeeperServerShutdownHandler
 965:             1             16  org.apache.zookeeper.server.quorum.QuorumPeerMain
 966:             1             16  org.slf4j.helpers.NOPLoggerFactory
 967:             1             16  org.slf4j.impl.Log4jLoggerFactory
 968:             1             16  org.slf4j.impl.StaticLoggerBinder
 969:             1             16  sun.management.ClassLoadingImpl (java.management@17.0.6)
 970:             1             16  sun.management.ManagementFactoryHelper$$Lambda$51/0x0000000800c32598 (java.management@17.0.6)
 971:             1             16  sun.net.DefaultProgressMeteringPolicy (java.base@17.0.6)
 972:             1             16  sun.net.www.protocol.file.Handler (java.base@17.0.6)
 973:             1             16  sun.net.www.protocol.jar.Handler (java.base@17.0.6)
 974:             1             16  sun.net.www.protocol.jrt.Handler (java.base@17.0.6)
 975:             1             16  sun.nio.ch.DefaultSelectorProvider$$Lambda$58/0x0000000800c3bcc8 (java.base@17.0.6)
 976:             1             16  sun.nio.ch.ExtendedSocketOption$1 (java.base@17.0.6)
 977:             1             16  sun.nio.ch.FileChannelImpl$1 (java.base@17.0.6)
 978:             1             16  sun.nio.ch.FileChannelImpl$2 (java.base@17.0.6)
 979:             1             16  sun.nio.ch.FileDispatcherImpl (java.base@17.0.6)
 980:             1             16  sun.nio.ch.Net$1 (java.base@17.0.6)
 981:             1             16  sun.nio.ch.UnixDomainSocketsUtil$$Lambda$61/0x0000000800c87d38 (java.base@17.0.6)
 982:             1             16  sun.nio.ch.Util$1 (java.base@17.0.6)
 983:             1             16  sun.nio.ch.Util$2 (java.base@17.0.6)
 984:             1             16  sun.nio.ch.WEPollSelectorProvider (java.base@17.0.6)
 985:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@17.0.6)
 986:             1             16  sun.nio.fs.WindowsFileSystemProvider (java.base@17.0.6)
 987:             1             16  sun.reflect.generics.tree.BottomSignature (java.base@17.0.6)
 988:             1             16  sun.reflect.generics.tree.LongSignature (java.base@17.0.6)
 989:             1             16  sun.reflect.generics.tree.TypeVariableSignature (java.base@17.0.6)
 990:             1             16  sun.reflect.generics.tree.VoidDescriptor (java.base@17.0.6)
 991:             1             16  sun.security.jca.ProviderConfig$ProviderLoader (java.base@17.0.6)
 992:             1             16  sun.security.provider.AbstractDrbg$$Lambda$60/0x0000000800c85db0 (java.base@17.0.6)
 993:             1             16  sun.security.provider.AbstractDrbg$SeederHolder$$Lambda$66/0x0000000800c98778 (java.base@17.0.6)
 994:             1             16  sun.security.provider.DRBG$$Lambda$59/0x0000000800c848a0 (java.base@17.0.6)
 995:             1             16  sun.security.provider.NativeSeedGenerator (java.base@17.0.6)
 996:             1             16  sun.security.util.ByteArrayLexOrder (java.base@17.0.6)
 997:             1             16  sun.security.util.ByteArrayTagOrder (java.base@17.0.6)
 998:             1             16  sun.util.calendar.Gregorian (java.base@17.0.6)
 999:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@17.0.6)
1000:             1             16  sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda$51/0x800000059 (java.base@17.0.6)
1001:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@17.0.6)
1002:             1             16  sun.util.locale.provider.CalendarDataUtility$CalendarWeekParameterGetter (java.base@17.0.6)
1003:             1             16  sun.util.logging.internal.LoggingProviderImpl (java.logging@17.0.6)
1004:             1             16  sun.util.resources.LocaleData (java.base@17.0.6)
1005:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@17.0.6)
1006:             1             16  sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo (jdk.localedata@17.0.6)
Total         76547        3488200
